0,0.512
1,0.512
2,0.512
3,0.512
4,0.52825
5,0.512
6,0.52825
7,0.512
8,0.52825
9,0.52825
10,0.512
11,0.512
12,0.512
13,0.52825
14,0.57325
15,0.57325
16,0.57325
17,0.57325
18,0.57325
19,0.57325
20,0.57325
21,0.57325
22,0.57325
23,0.57325
24,0.574
25,0.574
26,0.574
27,0.574
28,0.574
29,0.574
30,0.574
31,0.574
32,0.574
33,0.574
34,0.574
35,0.574
36,0.574
37,0.574
38,0.497
39,0.497
40,0.497
41,0.497
42,0.497
43,0.497
44,0.497
45,0.497
46,0.497
47,0.497
48,0.497
49,0.497
50,0.497
51,0.497
52,0.497
53,0.497
54,0.497
55,0.497
56,0.497
57,0.497
58,0.497
59,0.497
60,0.497
61,0.497
62,0.497
63,0.497
64,0.497
65,0.497
66,0.497
67,0.497
68,0.497
69,0.497
70,0.497
71,0.497
72,0.497
73,0.592
74,0.592
75,0.592
76,0.592
77,0.592
78,0.552
79,0.552
80,0.552
81,0.552
82,0.552
83,0.552
84,0.552
85,0.552
86,0.552
87,0.552
88,0.552
89,0.574
90,0.574
91,0.574
92,0.574
93,0.574
94,0.574
95,0.574
96,0.574
97,0.574
98,0.574
99,0.574
100,0.574
101,0.574
102,0.574
103,0.574
104,0.574
105,0.574
106,0.574
107,0.574
108,0.574
109,0.574
110,0.574
111,0.574
112,0.574
113,0.574
114,0.574
115,0.574
116,0.574
117,0.574
118,0.572
119,0.572
120,0.572
121,0.572
122,0.572
123,0.572
124,0.572
125,0.572
126,0.572
127,0.572
128,0.572
129,0.572
130,0.572
131,0.572
132,0.572
133,0.572
134,0.572
135,0.572
136,0.572
137,0.572
138,0.572
139,0.592
140,0.592
141,0.592
142,0.592
143,0.592
144,0.592
145,0.592
146,0.579333333333
147,0.58175
148,0.579333333333
149,0.572
150,0.579333333333
151,0.572
152,0.58175
153,0.572
154,0.58175
155,0.58175
156,0.572
157,0.574
158,0.573
159,0.573
160,0.58175
161,0.572
162,0.58175
163,0.573
164,0.58175
165,0.573
166,0.51425
167,0.51425
168,0.51425
169,0.51425
170,0.51425
171,0.51425
172,0.51425
173,0.51425
174,0.51425
175,0.51425
176,0.51425
177,0.51425
178,0.51425
179,0.51425
180,0.51425
181,0.51425
182,0.51425
183,0.51425
184,0.51425
185,0.51425
186,0.51425
