417667,4208272
417804,4207958
418009,4208215
417554,4209523
417491,4207921
418022,4207782
417210,4207948
417979,4208823
417007,4208363
417035,4208327
418198,4207920
418930,4208769
418755,4210087
417166,4207899
346070,4173347
346408,4173464
346252,4173759
345985,4174019
346675,4173298
346134,4172814
346353,4174021
345506,4173675
346648,4173771
345440,4172865
352388,4162637
352545,4162298
352593,4162672
352197,4162900
352658,4162456
352724,4162541
352471,4162985
351770,4162618
352166,4163034
352004,4162285
351929,4162322
352860,4163064
351824,4162469
352038,4163134
493560,4210949
493330,4211376
493259,4210845
493022,4211095
493309,4210941
493588,4211269
493057,4211260
492628,4212538
492973,4211077
492427,4210921
492396,4211564
494110,4210641
493566,4209619
492962,4210815
494253,4210566
496706,4211008
492509,4210785
494359,4211295
493642,4211509
494429,4211014
494553,4211147
492787,4210679
493156,4210466
493856,4211438
494009,4211509
493752,4211585
494181,4211534
492953,4213590
494530,4211270
493929,4211581
494874,4209321
494130,4211623
493871,4211649
493888,4211629
492817,4209779
335883,4129097
335597,4128893
336064,4129841
336116,4128163
337552,4128730
370673,4140586
370805,4140626
372182,4137142
370832,4140596
370811,4140723
370916,4140851
370178,4140677
370683,4140067
370241,4140831
370138,4140294
370042,4140517
354999,4157746
355030,4157685
354891,4157832
354871,4157754
354899,4157295
355192,4157984
355213,4157782
354968,4157938
354491,4156942
355037,4157585
355177,4157670
354927,4157987
355092,4157514
354559,4157849
355458,4157152
355061,4158095
355432,4157553
355427,4157608
355399,4157412
355319,4157302
355533,4157741
354908,4157311
355098,4158193
355130,4158281
355328,4158220
354621,4158299
354910,4158320
355556,4157574
355401,4158123
358826,4144955
359225,4145283
358827,4145122
358728,4145202
358829,4145275
359019,4144652
358558,4145448
359262,4145076
358903,4145438
360203,4145244
359502,4144867
359045,4144459
358811,4145417
358577,4145872
358434,4144639
359223,4145266
358735,4145485
358860,4145488
359334,4144616
359162,4144430
359306,4145328
335802,4141540
335945,4140350
335815,4141574
336753,4141165
334878,4140686
336672,4142874
337831,4142063
353392,4151304
353273,4151342
353390,4151373
353431,4151170
353559,4151419
353878,4149869
353380,4151620
353672,4151235
353052,4151466
352669,4151201
352693,4150136
353856,4151871
353732,4151467
354976,4150516
352963,4151368
353549,4150885
352921,4151644
353636,4151782
352839,4151398
353947,4151394
476297,4209975
476455,4209931
476237,4210241
476255,4209840
476297,4210247
476215,4210026
476336,4210241
476166,4210234
476148,4210238
476011,4209929
476824,4209433
476446,4210033
476101,4210009
476057,4210240
476478,4210229
475953,4210222
475901,4209798
476612,4210066
476744,4210215
476730,4209876
475914,4209712
476070,4210529
476905,4209971
475918,4209624
475999,4210514
476239,4210598
475794,4210126
476513,4210645
476803,4209714
476423,4209113
475646,4210363
363553,4121281
363541,4121342
363536,4121368
363532,4121393
365039,4120978
363661,4121386
363154,4121559
363512,4121658
363235,4120481
363655,4121437
363747,4121364
363895,4121160
363691,4121678
363827,4121762
363890,4121857
363551,4121871
378079,4155854
377183,4155389
378650,4156112
377567,4155853
379665,4156126
378364,4155548
377029,4155409
377746,4156104
379667,4155898
379422,4156132
377549,4155049
379153,4156473
377672,4155412
379337,4156218
378369,4156335
377917,4156245
379586,4156262
377165,4155057
376456,4155359
379910,4156322
377865,4156601
378388,4156431
378650,4156902
379858,4156392
379657,4156355
379591,4156666
377530,4156199
376888,4154390
376418,4154583
379619,4155593
379788,4156611
330181,4117077
330710,4117261
329020,4115300
329922,4117071
328453,4116149
330382,4117587
329577,4117440
330814,4117012
330387,4118316
496064,4227125
495436,4227063
495528,4226564
496414,4226614
340630,4132031
341136,4132661
339669,4130248
340331,4131882
340811,4132233
340733,4132389
340241,4132001
340260,4132335
339883,4131709
340028,4132046
341186,4131687
339970,4132267
362546,4160163
362651,4160227
362495,4160235
362535,4160286
364033,4160258
362240,4160237
362301,4159820
362386,4160550
362599,4159777
363083,4159940
361974,4160440
362046,4160097
362675,4159676
362872,4159855
362536,4160736
362314,4159585
362100,4160543
362355,4160687
362863,4160710
361980,4159978
362197,4160799
398864,4181509
398841,4180528
398457,4181925
398943,4182169
398570,4181353
399964,4181561
398308,4181249
430317,4221806
430909,4222655
431133,4223383
431039,4222095
429388,4220942
429766,4220422
429971,4220748
430317,4221207
430101,4220801
431718,4223371
